corpus,dyad,index,speaker,start,stop,text
cid,AGYM,114,AG,373.0135,374.6535,ça me rappelle quand j'étais
cid,AGYM,115,AG,375.4752,378.3152,tu sais j'étais allé j'avais j'ai je suis resté un an à dumont d'urville tu sais à toulon
cid,AGYM,116,YM,378.01971,378.75283,ouais ouais
cid,AGYM,117,AG,378.966,380.222,en prépa et j'étais interne
cid,AGYM,118,AG,381.17251,381.80024,et euh
cid,AGYM,119,AG,382.29693,386.23359,et je me rappelle qu' y avait des des gars si tu veux qui se levaient euh puis on avait cours à huit heures
cid,AGYM,120,AG,387.046,388.606,ils se levaient à huit heures moins cinq
cid,AGYM,121,YM,389.196,389.59651,ah ouais
cid,AGYM,122,AG,389.856,391.36,et ils se douchaient même pas ils enfilaient
cid,AGYM,123,AG,391.7999,395.0079,ils enfilaient un pantalon alors des fois tu vois presque le pantalon sur le pyjama
cid,AGYM,124,YM,395.126,395.61412,mh mh
cid,AGYM,125,AG,395.556,400.196,et hop ils filaient en cours comme ça et tu en avais je me rappelle une fois il y en a un qui était arrivé carrément en pantoufles quoi dans la cour tu vois
cid,AGYM,126,YM,396.1072,396.70722,eh ouais
cid,AGYM,127,AG,401.42325,402.19925,le mec et je me rappelle
cid,AGYM,128,YM,401.47164,402.92911,avec le café euh
cid,AGYM,129,AG,402.646,405.486,le prof qui avait dit bon enfin qu'est ce que c'est que cette qu'est ce gogo
cid,AGYM,130,AG,406.18805,408.91605,et là mais je vais j'ai je me suis pas réveillé etc quoi
cid,AGYM,131,AG,410.39875,411.15075,c'était il est ouais le euh
cid,AGYM,132,YM,411.53075,413.60734,ah ouais c'est le frère à myriam qui é qui était euh
cid,AGYM,133,YM,414.19815,419.79406,qui bon c'était un ç en fait il bon il avait pas il était entre montpellier arles euh
cid,AGYM,134,YM,420.23862,422.03968,toulon marseille enfin bon il
cid,AGYM,135,AG,422.236,422.636,ouais il
cid,AGYM,136,YM,422.5585,424.13984,il tournait comme ça pendant qu'il était à la fac quoi
cid,AGYM,137,AG,423.0865,423.20749,ouais
cid,AGYM,138,YM,424.725,429.5162,et euh il était trop marrant parce que quand il des fois il dormait à marseille chez son frère quoi puis nous aussi avec myriam
cid,AGYM,139,YM,430.27684,433.9292,et euh quand il arrivait c'était pour se coucher c'était il baissait le il avait des santiag
cid,AGYM,140,AG,434.196,434.308,ouais
cid,AGYM,141,YM,434.3479,437.27693,il baissait le pantalon le pantalon sur les santiag hop il il allait dans le lit
cid,AGYM,142,YM,437.676,440.46512,et le matin quand il partait il mettait les santiag sur le pantalon et ciao
cid,AGYM,143,AG,439.166,440.30803,et hop il remettait ouais
cid,AGYM,144,YM,441.846,443.52406,ah putain le tu as tu fais bon
cid,AGYM,145,YM,443.9514,445.41477,j'ai pas envie de monter avec lui dans le train
cid,AGYM,146,AG,445.776,446.168,ah ouais ouais
cid,AGYM,147,YM,446.65226,448.35996,mais euh ben non c'est marrant quoi
cid,AGYM,148,YM,452.01575,452.78375,mais ça fait une heure là
cid,AGYM,149,AG,454.8225,455.74624,du coup on regarde plus ouais
cid,AGYM,150,YM,455.77721,457.88,non ouais puis ç ouais puis c'est dur le coup de euh
cid,AGYM,151,YM,458.536,460.04729,de discuter sur commande comme ça
cid,AGYM,152,AG,460.566,461.37951,ah ben ouais mais ça
cid,AGYM,153,YM,460.96041,461.37745,c'est euh
cid,AGYM,154,AG,461.856,465.48,non elles auraient dû au lieu d'emmener du des croissants elles auraient dû prendre euh je sais pas une ou deux bières
cid,AGYM,155,AG,466.60154,469.06505,après après deux bières là à neuf heures c'est bon je crois que
cid,AGYM,156,YM,469.866,470.9449,on avait plein d'anecdotes ouais
cid,AGYM,157,AG,469.95015,470.23213,tu
cid,AGYM,158,AG,470.916,471.68948,tu dé
cid,AGYM,159,AG,472.525,473.077,tu décoinces
cid,AGYM,160,AG,475.01225,477.35656,bon insolite alors insolite qu'est ce qui peut y avoir
cid,AGYM,161,YM,475.68363,476.33,insolite
cid,AGYM,162,YM,477.06384,478.79955,qu'est-ce qui peut y avoir d'insolite
cid,AGYM,163,AG,479.966,483.054,bon et puis il y a des trucs il faut qu'on peut quand même pas trop dire quoi insolite euh
cid,AGYM,164,AG,485.752,485.968,alors
cid,AGYM,165,AG,489.50045,490.78045,remarque on est pas obligé de parler de trucs
cid,AGYM,166,YM,491.156,491.45076,non
cid,AGYM,167,AG,491.42995,492.5294,complètement insolites hein
cid,AGYM,168,YM,492.596,493.42624,non non
cid,AGYM,169,AG,493.2447,493.7339,je crois que
cid,AGYM,170,AG,494.51885,495.27885,c'est pas bien grave
cid,AGYM,171,YM,495.526,495.88366,non
cid,AGYM,172,YM,496.256,496.75726,mhm
cid,AGYM,173,YM,498.42111,499.782,mais bon je sais pas
cid,AGYM,174,AG,500.486,501.52455,alors raconte moi la ah la
cid,AGYM,175,AG,502.1235,506.17062,ce qui est insolite dans le dans la dans le tu avais assisté à l'accouchement toi de
cid,AGYM,176,YM,505.97323,507.04877,non j'ai pas voulu non
cid,AGYM,177,AG,506.7693,507.2013,tu avais pas voulu
cid,AGYM,178,YM,507.356,507.61069,non non
cid,AGYM,179,AG,507.70435,508.96835,tu avais eu c'était quoi ça t'avait
cid,AGYM,180,YM,508.7466,511.0455,ç ben en plus c'est une césarienne donc euh du coup
cid,AGYM,181,AG,510.62595,513.49795,ah bon elle a accouché avec la césarienne myriam ah d'accord ah ben ouais alors là c'est clair
cid,AGYM,182,YM,511.8006,512.47123,ouais ouais ouais
cid,AGYM,183,YM,513.736,515.89935,ouais ouais mais même au départ quoi moi je
cid,AGYM,184,YM,516.40665,518.68241,j'ai hm c'est un truc qui me dit ouais qui me dit rien du tout quoi
cid,AGYM,185,AG,516.65675,517.16875,tu as pas prévu
cid,AGYM,186,AG,519.386,519.45,ouais
cid,AGYM,187,YM,519.65435,520.44454,et euh
cid,AGYM,188,AG,520.836,521.052,moi j'ai
cid,AGYM,189,YM,522.14513,522.96107,toi tu ouais
cid,AGYM,190,AG,522.49505,524.83905,moi de moi moi je me suis enfin si tu veux je normalement je enfin
cid,AGYM,191,AG,525.4897,527.90869,si tout va bien je vais essayer de le faire mais euh
cid,AGYM,192,YM,526.696,526.872,ouais
cid,AGYM,193,YM,527.516,527.74671,ouais
cid,AGYM,194,AG,528.916,534.1,mais j'en sais rien si euh si tu veux je vais pas tourner de l'oeil ou j'en sais rien ouais tu vois voilà
cid,AGYM,195,YM,531.586,535.7521,ouais et le résultat ouais ouais ce que tu vas garder comme image ou
cid,AGYM,196,AG,535.79015,536.31596,ouais voilà
cid,AGYM,197,YM,537.08343,537.76826,mais euh
cid,AGYM,198,AG,537.2406,537.9606,parce que
cid,AGYM,199,AG,538.376,540.84,j'ai vu tu sais on a pré on a fait les cours de préparation à l'accouchement là
cid,AGYM,200,YM,540.77766,541.62931,ouais tu y es allé toi
cid,AGYM,201,AG,541.586,541.978,ouais j'y suis allé
cid,AGYM,202,AG,542.736,543.4382,et euh
cid,AGYM,203,AG,544.73995,549.81995,putain rien que tu vois les les explications de la sage-femme de pas euh au moment de l'accouchement
cid,AGYM,204,YM,550.72655,550.98131,ah ouais
cid,AGYM,205,AG,551.0612,556.2372,j'avais je me sentais pas très très bien tu vois à un moment donné je me suis mis à bailler comme ça et puis là on me dit mais ça va tu as sommeil  bon
cid,AGYM,206,AG,556.84895,557.75295,c'est marrant parce que ça
cid,AGYM,207,AG,558.32775,561.95175,si tu veux les  l'appréhension s'est transformée en tu vois j'arrêtais pas de bailler
cid,AGYM,208,YM,561.8996,562.87842,ouais ça t'a
cid,AGYM,209,AG,563.116,564.108,putain ça me euh
cid,AGYM,210,YM,563.506,564.11639,assommé quoi
cid,AGYM,211,AG,564.596,570.804,j'ai failli sortir à un moment donné euh putain j'étais pas et je crois que tous les mecs alors je me suis dit putain je te jure le jour de l'accouchement ça va donner ouais
cid,AGYM,212,YM,566.79285,567.3041,putain le moral
cid,AGYM,213,YM,568.28081,569.6873,ah putain dans la salle ça va pas
cid,AGYM,214,AG,571.74275,577.34275,mais je sais pas euh j'en parlais avec euh avec mon beau-frère il me disait tu verras moi aussi c'est pareil la vue du sang c'est euh
cid,AGYM,215,YM,577.26265,577.64355,ouais
cid,AGYM,216,AG,578.28675,580.19075,et je peux pas et puis au moment de mh
cid,AGYM,217,YM,579.9321,582.59951,mais après tu t'attaches pas à ça en fait peut-être ouais tu
cid,AGYM,218,AG,580.726,582.15,de l'accouchement voila ouais tu
cid,AGYM,219,AG,582.96785,586.79185,tu fais autre chose et tu tu penses à autre chose et du coup tu es pas on verra
cid,AGYM,220,YM,587.46761,592.454,moi c'est un peu tout c'est pas tellement le le sang tout ça enfin ouais si ça disons que ça me disais rien du tout quoi
cid,AGYM,221,YM,593.2583,595.57043,mais euh mais c'est aussi le
cid,AGYM,222,YM,595.93276,599.06329,le côté hystérique un peu de enfin c'est normal tu vois elle souffre et machin
cid,AGYM,223,AG,597.956,598.652,ouais ouais ouais ouais
cid,AGYM,224,YM,599.45517,601.858,mais j'ai du j'j'ai du mal avec les
cid,AGYM,225,YM,602.466,607.154,l'hystérie ou les trucs comme ça et ça fait que si je me suis dit c'est plutôt quelque chose qui va qui va qui va me
cid,AGYM,226,AG,607.3556,609.1796,me traumatiser ouais ouais ouais ouais ouais ouais
cid,AGYM,227,YM,607.7884,612.4764,ouais me gonfler quoi me m'énerver enfin pas m'énerver mais je sais pas comment dire quoi
cid,AGYM,228,YM,613.1492,616.484,et du coup euh je me demande tu vois si  si tu prends aucun plaisir à ça je pense c'est
cid,AGYM,229,AG,615.926,616.39,ouais c'est sûr
cid,AGYM,230,YM,616.916,620.74,en même temps je pense que myriam voulait quoi mais bon donc la césarienne tu te dis nickel
cid,AGYM,231,AG,620.49115,622.74715,ouais au moins là tu tu avais la bonne excuse là
cid,AGYM,232,YM,622.338,623.322,il y a pas de problème
cid,AGYM,233,AG,623.42805,623.61205,ah ouais
cid,AGYM,234,AG,624.596,624.764,eh ouais
cid,AGYM,235,YM,625.24925,627.85367,et même moi je pensais que ça durait euh je sais pas euh
cid,AGYM,236,YM,628.81946,632.404,mh au moins vingt minutes quoi une césarienne machin c'est super rapide
cid,AGYM,237,AG,630.776,632.776,et ça dure quoi c'est c'est super rapide ah ouais
cid,AGYM,238,YM,632.926,635.078,parce-que moi quand elle est rentrée je me suis dit bon je vais fumer une clope quoi
cid,AGYM,239,YM,635.59374,637.054,et en fait euh ils m'ont cherché quoi
cid,AGYM,240,AG,636.26215,637.56615,tu as eu à peine le temps ah ouais
cid,AGYM,241,YM,637.4902,639.062,ils me cherchaient ils faisaient mais il est où le père et tout
cid,AGYM,242,AG,638.176,641.04,mais attends mais ils te mais euh quand elle est rentrée il faut l'anesthésier quand même
cid,AGYM,243,YM,641.63553,644.268,et il a ben en fait il tu as ouais tu as la
cid,AGYM,244,AG,642.606,644.774,ah oui c'est une c'est une locale hein c'est
cid,AGYM,245,YM,645.38913,650.908,euh ouais c'est ouais ouais c'est que je sais plus quand est ce qu'ils l'ont fait s'ils l'ont fait dans le bloc ou dans le dans la salle d'anesthésie je me rappelle plus
cid,AGYM,246,AG,651.22595,651.47395,d'accord
cid,AGYM,247,YM,652.0177,654.69304,mais c'est super rapide quoi ils t'emmènent hop ils l'emmènent et euh
cid,AGYM,248,YM,655.146,659.68925,moi je suis sorti ça a dû durer cinq minutes quoi ils me cherchaient mais où il est le et le paul était déjà sorti hein
cid,AGYM,249,AG,656.99915,657.55115,ah ouais ok
cid,AGYM,250,YM,660.497,661.5023,de la salle et tout
cid,AGYM,251,AG,661.85425,662.09425,ah ouais
cid,AGYM,252,YM,662.31367,666.32402,et là c'est bonnard quoi quand tu l'as tu as une meuf qui le qui le prend qui lui lave le nez euh
cid,AGYM,253,AG,665.986,667.978,ouais ouais ouais elle elle lui aspire les trucs là ouais
cid,AGYM,254,YM,666.842,668.042,aspire le nez et tout ouais
cid,AGYM,255,YM,668.62939,672.59039,et là tu dis là c'est marrant quoi tu tu vois la tête qu'il a et tout c'est trop marrant quoi
cid,AGYM,256,AG,672.946,676.042,à l'hôpital d'aix tu as pour les césariennes si tu veux tu as une lucarne mais euh
cid,AGYM,257,AG,676.46475,678.01675,en fait tu as une lucarne tu vois un peu comme là tu vois
cid,AGYM,258,YM,678.11044,678.43091,ouais
cid,AGYM,259,AG,678.936,682.152,et bon et euh pendant l'opération si tu veux elle est il y a un il y a un store
cid,AGYM,260,YM,682.538,683.05,ah ouais ok
cid,AGYM,261,AG,683.0194,687.2194,et puis après dès que le bébé est là hop ils ouvrent le store ils le montrent au papa parce que sinon tu te sens un peu
cid,AGYM,262,YM,685.776,686.368,ah ouais ok
cid,AGYM,263,YM,686.92544,687.11,ouais
cid,AGYM,264,YM,688.07142,698.92026,ouais ouais après tu passes à ouais après tu as la salle en fait c'est ce qui est euh enfin quand c'est un accouchement normal je sais pas mais je pense aussi parce qu'en fait quand ils après ça passe dans une où ils le nettoient tout ça c'est une salle extérieure
cid,AGYM,265,AG,689.4035,689.4275,ah
cid,AGYM,266,AG,697.90635,699.10635,ouais ouais ouais ouais ouais ouais ouais
cid,AGYM,267,YM,699.25785,700.84262,et donc tu as là il y a que le papa quoi en fait
cid,AGYM,268,AG,700.07535,701.71535,mh elle avait accouché où euh myriam
cid,AGYM,269,YM,701.55556,703.21058,elle avait accouché euh à la clinique de l'étoile
cid,AGYM,270,AG,703.576,704.288,ah voila d'accord ok
cid,AGYM,271,YM,704.12664,704.73246,puyricard
cid,AGYM,272,AG,704.88145,704.90545,ouais
cid,AGYM,273,YM,705.99902,712.38705,et euh donc donc du coup c'est toi c'est un peu toi qui a les premiers contacts avec le avec le gosse quoi et puis là ils te demandent le prénom donc il faut que ce soit prêt là
cid,AGYM,274,AG,708.796,709.132,d'accord
cid,AGYM,275,AG,709.806,710.094,d'accord
cid,AGYM,276,YM,712.89155,713.34755,parce que putain
cid,AGYM,277,AG,713.03225,714.31225,ah ouais mais ça y est je crois que nous c'est bon
cid,AGYM,278,YM,714.356,717.94384,nous on s'en était pas reparlé ni rien quoi la meuf elle me fait le prénom je fais oh putain
cid,AGYM,279,YM,718.7358,720.29863,donc bon on a sorti pol a sorti paul mais euh
cid,AGYM,280,AG,720.726,722.318,mais ouais vous en  vous en ah ouais
cid,AGYM,281,YM,720.76165,722.04165,mais on avait pas reparlé ça faisait
cid,AGYM,282,YM,722.482,723.548,non ça faisait six mois quoi
cid,AGYM,283,AG,723.676,724.132,mais pourquoi
cid,AGYM,284,AG,724.468,726.164,c'est pas là où tu le déclares pourtant enfin
cid,AGYM,285,YM,725.96559,727.0337,ah ouais c'est là enfin c'est là
cid,AGYM,286,YM,727.45085,730.65478,parce qu'ils lui font le bracelet ils lui mettent et tu signes le papier euh
cid,AGYM,287,AG,728.496,729.688,ah ouais ok d'accord
cid,AGYM,288,YM,730.9934,732.0334,tu enregistres le nom quoi
cid,AGYM,289,YM,732.5305,732.8905,qui euh
cid,AGYM,290,AG,732.6097,734.2497,ah d'accord dès la dès la maternité
cid,AGYM,291,YM,734.18292,735.488,ah dès quand il est nettoyé là
cid,AGYM,292,AG,735.866,736.154,d'accord
cid,AGYM,293,YM,736.32045,738.67015,ah peut être ç ouais enfin nous c'était là quoi donc euh
cid,AGYM,294,YM,739.14277,741.96416,putain quand elle m'a nous on avait pas on en avait pas parlé euh
cid,AGYM,295,YM,742.32035,744.42208,on a parlé les deux premiers mois puis après euh
cid,AGYM,296,AG,744.6951,745.4551,ouais c'est resté en plan
cid,AGYM,297,YM,745.546,750.98073,ouais puis bon il y avait tout ce puis il y avait paul qui traînait quoi et puis euh putain quoi on avait vraiment pas on n'y a pas pensé ni rien
cid,AGYM,298,AG,748.096,748.32,d'accord
cid,AGYM,299,YM,751.58308,753.15908,putain quand elle m'a dit ça j'ai fait oh putain merde
cid,AGYM,300,YM,754.06755,754.71555,comment je l'apelle lui
cid,AGYM,301,AG,755.606,755.758,et ouais
cid,AGYM,302,YM,756.40829,757.71211,ouais numéro un euh je sais pas euh
cid,AGYM,303,AG,757.906,758.082,ouais ouais
cid,AGYM,304,YM,759.56,760.75871,mais ouais ouais c'est euh
cid,AGYM,305,YM,761.77016,765.00154,c'est ouais c'est c'est c'est super rapide en fait enfin c'est long quand tu as
cid,AGYM,306,YM,765.4725,769.77648,tout le le la période de travail et tout enfin ça dépend il y en a pour qui c'est rapide enfin il y a pas de loi quoi
cid,AGYM,307,AG,766.756,767.14,mhm
cid,AGYM,308,YM,770.5913,772.57651,mais euh c'était long
cid,AGYM,309,AG,771.046,772.31,ah ouais nous on a une copine elle a
cid,AGYM,310,AG,773.166,776.382,elle a mis elle a accouché juste vers tu vois vers noël aux alentours de noël elle a
cid,AGYM,311,AG,776.97365,778.01365,elle a mis vingt heures si tu veux
cid,AGYM,312,YM,778.17949,780.1023,ah ouais oh putain là c'est super long ouais
cid,AGYM,313,AG,778.6777,781.72895,mh ah elle était épuisée après ah ouais elle était épuisée et euh
cid,AGYM,314,YM,782.681,784.21749,ah ouais nous on est rentré à
cid,AGYM,315,AG,782.72149,783.13853,mh
cid,AGYM,316,YM,785.266,787.12468,dix heures dix heures et demi je crois du soir
cid,AGYM,317,YM,788.00292,789.84925,et elle a accouché à six heures je crois
cid,AGYM,318,YM,790.70773,792.55765,donc c'était ouais c'était quand même assez long quoi
cid,AGYM,319,AG,790.896,791.464,ah quand même ouais
cid,AGYM,320,YM,793.58985,795.05279,parce que ouais c'était euh
cid,AGYM,321,AG,795.5147,796.1707,en plus de nuit quoi
cid,AGYM,322,YM,796.746,797.378,ouais ouais putain
cid,AGYM,323,AG,797.88295,798.14695,eh eh
cid,AGYM,324,YM,797.9581,799.85239,quatre heures moi j'étais là j'en pouvais plus quoi
cid,AGYM,325,AG,799.686,800.51691,eh ouais c'est sûr ouais
cid,AGYM,326,YM,800.8113,805.3953,je suis allé dormir un peu enfin bon par rapport à elle c'est sûr que bon mais bon elle elle est occupée elle a
cid,AGYM,327,AG,803.216,804.2927,ouais ouais non mais
cid,AGYM,328,YM,805.7695,806.60941,toi tu es là tu
cid,AGYM,329,AG,806.4819,807.3139,elle a un but ouais
cid,AGYM,330,YM,807.206,809.838,ouais elle a euh elle fait quelque chose quoi toi tu es là tu
cid,AGYM,331,AG,809.746,809.842,ouais
cid,AGYM,332,YM,810.6207,811.66323,ah je déconne mais euh
cid,AGYM,333,YM,812.25184,814.37683,mais tu vois c'est assez long pour elle elle en avait marre quoi
cid,AGYM,334,AG,814.7453,814.7933,ouais
cid,AGYM,335,YM,815.666,817.82343,mais après ça peut être super rapide quoi en attendant
cid,AGYM,336,YM,818.34145,819.22145,tu es en plein colombo
cid,AGYM,337,AG,820.06795,820.18795,quoi
cid,AGYM,338,YM,820.4769,821.52942,en plein colombo
cid,AGYM,339,AG,822.15045,823.72645,comment ça veut dire ah oui d'accord
cid,AGYM,340,YM,822.38031,824.7906,c'était un mercredi ah mon colombo
cid,AGYM,341,AG,824.206,824.558,ah oui oui
cid,AGYM,342,YM,826.11945,826.71985,putain d'année
cid,AGYM,343,AG,826.4333,828.6173,putain elle aurait pu attendre la mi-temps quand même oh ouais
cid,AGYM,344,YM,827.514,828.802,ben ouais putain
cid,AGYM,345,AG,829.3381,829.4021,ouais
cid,AGYM,346,YM,830.01525,830.9248,ouais c'était marrant quoi
cid,AGYM,347,AG,831.1041,831.42129,ouais
cid,AGYM,348,YM,833.22918,834.8703,et puis après ben après c'est
cid,AGYM,349,YM,835.4338,837.14379,après je sais pas j'ai pas trop de souvenir quoi
cid,AGYM,350,YM,838.17495,839.64788,ouais ça change la vie c'est sûr hein
cid,AGYM,351,YM,840.43134,841.534,les  enfin après bon
cid,AGYM,352,AG,841.0946,845.0939,en plus toi il avait pas dormi enfin il dormait et il a mis du temps avant de dormir eh ouais
cid,AGYM,353,YM,843.89787,847.012,ah ouais dis donc ouais ah puis il a mis un an et demi pour faire ses nuits quoi
cid,AGYM,354,YM,847.576,851.59095,donc euh mais bon ça c'est super variable aussi tu en as au bout de deux mois c'est fait quoi
cid,AGYM,355,AG,849.50095,849.62095,ouais
cid,AGYM,356,YM,852.52862,853.83304,et puis euh
cid,AGYM,357,AG,852.726,853.134,ouais c'est sûr
cid,AGYM,358,YM,854.196,856.9901,ouais ouais putain après quand tu retrouves des nuits euh complètes
cid,AGYM,359,AG,857.2476,857.8316,c'est le bonheur
cid,AGYM,360,YM,857.81255,862.06879,ouais tu es tu es pas cou parce que bon ça te prend pas non plus tu vois tu en as pas pour trois heures tu fais le bib tu euh
cid,AGYM,361,YM,862.60645,864.26245,ça va tu en as pour un quart d'heure quoi c'est pas
cid,AGYM,362,YM,864.5984,866.42901,mais c'est le fait que ce soit coupé quoi ah
cid,AGYM,363,AG,865.19465,866.30665,ce soit fractionné ouais ouais
cid,AGYM,364,YM,866.76885,869.85915,ah il y a des fois et puis du moins au début c'est plusieurs fois par nuit quoi donc euh
cid,AGYM,365,YM,870.62865,872.09928,ouais c'est dur quoi enfin c'est dur
cid,AGYM,366,YM,872.74461,873.88961,tu t'habitues aussi quoi mais euh
cid,AGYM,367,AG,873.3518,873.8478,ouais c'est sûr
cid,AGYM,368,YM,874.23905,879.26371,mais c'est vrai qu'après quand tu retrouves des nuits complètes quoi putain tu as tu as l'impression de ouais tu as l'impression de wouah
cid,AGYM,369,AG,877.09515,878.02315,ça fait drôle ouais ouais
cid,AGYM,370,YM,880.22512,881.538,ah ouais vous vous êtes prêts alors
cid,AGYM,371,AG,881.926,883.022,ouais je crois ouais on est prêt ouais
cid,AGYM,372,YM,882.526,882.67,ouais
cid,AGYM,373,YM,883.3322,883.5082,ah bon
cid,AGYM,374,AG,883.54,884.508,enfin faut je finisse la chambre
cid,AGYM,375,YM,885.4009,885.6009,ah ouais
cid,AGYM,376,AG,885.68185,886.52185,tu sais j'ai toujours pas fini ouais
cid,AGYM,377,YM,886.89,886.914,ouais
cid,AGYM,378,AG,886.98878,889.219,mais en fait c'est ç c'est long parce que tu dois tu sais c'était euh
cid,AGYM,379,AG,890.07775,897.98975,c'était tapissé peint alors c'était l'enfer quoi ah putain j'ai mis j'ai mis un mois quoi enfin bon c'est un mois en faisant que le week-end si tu veux mais
cid,AGYM,380,YM,892.326,894.10534,ah ouais avant que t'enlèves les couches
cid,AGYM,381,YM,897.88675,898.29399,ouais ouais
cid,AGYM,382,AG,899.0651,900.3051,tu vois là tout à la raclette
cid,AGYM,383,YM,899.8265,901.88448,c'était peint sur la tapisserie un truc comme ça hein
cid,AGYM,384,AG,901.136,901.368,eh ouais
cid,AGYM,385,AG,901.756,902.204,alors euh euh
cid,AGYM,386,AG,902.526,907.814,des produits si tu veux qui enlèvent les tapisseries c'est ça ça marche bien sur de la tapisserie tu vois euh ça s'enlève comme un rien
cid,AGYM,387,YM,906.3087,907.3087,ouais ouais des
cid,AGYM,388,AG,908.546,910.906,mais là euh tu mets ton produit il y a rien qui rentre
cid,AGYM,389,AG,911.42415,916.51215,alors après quand tu as après tu tires ça arrache des bouts ça laisse des bouts et tout alors après tu repasses encore enfin pff
cid,AGYM,390,YM,911.796,912.09027,ah ouais
cid,AGYM,391,YM,915.01799,916.66422,et tu repasses ouais
cid,AGYM,392,AG,917.996,920.06233,là j'ai fini des j'ai passé les premières euh
cid,AGYM,393,AG,920.59775,921.30175,premières couches mais
cid,AGYM,394,YM,921.26525,922.12568,c'est un petit garçon
cid,AGYM,395,AG,922.136,922.184,ouais
cid,AGYM,396,YM,924.10373,925.09586,le prénom il est secret
cid,AGYM,397,AG,924.15145,924.79945,non ce qu'il y a c'est que
cid,AGYM,398,AG,925.556,926.972,non non je crois qu'on va l'appeler nathan
cid,AGYM,399,YM,926.22755,926.38954,non
cid,AGYM,400,YM,927.20955,927.57755,nathan
cid,AGYM,401,AG,927.27305,928.48113,je crois que là maintenant c'est euh
cid,AGYM,402,YM,928.736,929.56604,ouais c'est joli
cid,AGYM,403,YM,930.21555,930.58012,nathan
cid,AGYM,404,AG,930.2755,931.0953,c'est euh
cid,AGYM,405,YM,931.06098,932.43065,nathan ghio ouais ça va bien
cid,AGYM,406,AG,932.1185,932.1585,mh
cid,AGYM,407,AG,932.596,932.732,ouais
cid,AGYM,408,YM,932.9035,933.46082,ça passe bien
cid,AGYM,409,AG,933.806,934.302,ah on a fait
cid,AGYM,410,YM,934.02713,935.17155,et oui et les noms parce que mê
cid,AGYM,411,YM,935.576,937.288,maintenant on peut choisir le nom de la mère du
cid,AGYM,412,AG,936.743,941.383,eh ben c'est vaste débat ça ouais mais bon laure si elle est pas elle est enfin si tu veux elle en fait pas une affaire d'état
cid,AGYM,413,YM,938.2964,938.90651,ah ouais
cid,AGYM,414,YM,940.2928,940.3888,ouais
cid,AGYM,415,YM,941.42643,941.78202,mh mh
cid,AGYM,416,AG,942.606,945.222,moi ça m'est égal moi je vois absolument pas de
cid,AGYM,417,YM,945.34678,947.06325,ouais qu'elle le qu'il ait le nom de la mère
cid,AGYM,418,AG,946.336,950.488,ouais il pourrait s'appeller euh ghio sauvage ou sauvage enfin plutôt ghio sauvage que sauvage ghio
cid,AGYM,419,YM,950.7969,951.5569,nathan sauvage
cid,AGYM,420,AG,953.24345,954.10745,ah moi j'aimerais quand même qu'il
cid,AGYM,421,AG,954.42665,955.93865,non c'est quand même euh ouais
cid,AGYM,422,YM,954.7737,956.30388,eh ouais non mais c'est sûr ouais ouais
cid,AGYM,423,AG,956.616,958.912,mais si tu veux tu sais là ben on en parlait là ces jours ci
cid,AGYM,424,YM,958.0892,959.0092,non moi c'est pareil hein
cid,AGYM,425,AG,959.426,962.914,on en parlait ces jours ci euh avec tu vois isabelle armelle tout ça
cid,AGYM,426,AG,963.416,963.712,à midi
cid,AGYM,427,AG,964.136,965.872,ou roxanne et c'est vrai que
cid,AGYM,428,AG,966.826,970.602,euh le euh si tu veux le autant la la maternité il y a pas d'ambiguïté
cid,AGYM,429,YM,970.846,971.126,mhm
cid,AGYM,430,AG,970.91245,974.75245,tu vois bon euh la mère elle est mère euh mh viscéralement si tu veux
cid,AGYM,431,YM,972.516,972.844,mhm
cid,AGYM,432,YM,973.326,974.61426,ouais ouais  mh
cid,AGYM,433,AG,975.546,979.07272,mais c'est vrai que la paternité ils enfin en général ça se tu vois c'est c'est c'est
cid,AGYM,434,AG,979.4558,980.3918,ça se construit un peu tu vois
cid,AGYM,435,YM,979.9908,981.28452,ouais il faut que tu le mh
cid,AGYM,436,AG,980.756,981.884,alors si tu as pas euh
cid,AGYM,437,AG,982.396,986.724,et il parait que le nom ça contribue à à si tu veux à cette à cette construction tu vois voilà
cid,AGYM,438,YM,984.9679,986.828,on l'a rattaché euh ouais ouais
cid,AGYM,439,AG,987.47835,988.44574,alors bon euh
cid,AGYM,440,YM,989.93473,991.73022,ben c'est vrai qu'on y tient enfin les si
cid,AGYM,441,YM,992.266,993.78209,les c'est vrai que les mères euh
cid,AGYM,442,YM,994.386,996.482,myriam c'est pareil quoi elle était pas spécialement
cid,AGYM,443,YM,997.116,998.852,accrochée au prénom quoi enfin au nom
cid,AGYM,444,AG,998.98885,999.18085,ouais
cid,AGYM,445,YM,1000.1136,1005.32059,mais euh mais du coup on a on est on a été obligé de le faire pour quand on est parti en ecosse là
cid,AGYM,446,YM,1005.85041,1009.77866,parce que quand tu as comme c'est myriam qui voyageait avec lui il avait pas il avait pas son nom quoi
cid,AGYM,447,AG,1010.136,1010.288,ouais
cid,AGYM,448,YM,1010.16108,1013.482,donc en fait sur la carte d'identité tu peux faire marquer le nom et puis après le nom d'usage
cid,AGYM,449,AG,1013.956,1014.204,d'accord
cid,AGYM,450,YM,1014.16834,1015.52475,donc on a fait marquer maé quoi
cid,AGYM,451,YM,1015.91536,1018.39053,et maintenant quand tu demandes à paul comment il s'appelle c'est meynadier maé
