corpus,file,dyad,index,speaker,start,stop,text,theme,theme_role,theme_index
cheese,Cheese-ER_AG,ERAG,409,ER,818.0146,822.61,avec easyjet  des fois tu arrives à à celui là ou à celui vraiment dans le centre si tu as de la chance,coût trajet Londres,g,41.0
cheese,Cheese-ER_AG,ERAG,410,AG,818.54,818.98,easyjet,coût trajet Londres,f,42.0
cheese,Cheese-ER_AG,ERAG,411,AG,822.83,823.1075,ok,coût trajet Londres,f,43.0
cheese,Cheese-ER_AG,ERAG,412,ER,823.645,824.41,et là euh,coût trajet Londres,g,44.0
cheese,Cheese-ER_AG,ERAG,413,ER,825.265,825.98387,là c'est le top quoi,coût trajet Londres,g,45.0
cheese,Cheese-ER_AG,ERAG,414,AG,826.25,827.0125,ah je savais pas du tout,coût trajet Londres,f,46.0
cheese,Cheese-ER_AG,ERAG,415,ER,827.20208,829.79,sinon ouais sinon tu as une heure euh,coût trajet Londres,g,47.0
cheese,Cheese-ER_AG,ERAG,416,AG,829.905,832.885,ouais c'est ça tu as une heure de navette et puis ça te coûte 10 balles de plus et,coût trajet Londres,f,48.0
cheese,Cheese-ER_AG,ERAG,417,ER,831.0,832.74,ouais c'est ou une heure de navette ben,coût trajet Londres,g,49.0
cheese,Cheese-ER_AG,ERAG,418,ER,832.975,835.485,une heure de navette euh c'est la navette euh,coût trajet Londres,g,50.0
cheese,Cheese-ER_AG,ERAG,419,ER,835.72,839.38,tu as plein de cars différents donc ça c'est à peu près cinq cinq à dix pounds,coût trajet Londres,g,51.0
cheese,Cheese-ER_AG,ERAG,420,AG,839.47,839.7425,mh ouais,coût trajet Londres,f,52.0
cheese,Cheese-ER_AG,ERAG,421,ER,839.87,840.795,ça dépend quand est-ce que tu prends,coût trajet Londres,g,53.0
cheese,Cheese-ER_AG,ERAG,422,ER,841.235,842.62,et après tu as les trains express,coût trajet Londres,g,54.0
cheese,Cheese-ER_AG,ERAG,423,ER,843.06,844.86,et eux ils sont à 30 pounds à peu près,coût trajet Londres,g,55.0
cheese,Cheese-ER_AG,ERAG,424,AG,843.12,845.595,je sais pas du tout l'équivalence euro pound,coût trajet Londres,f,56.0
cheese,Cheese-ER_AG,ERAG,425,ER,845.17,845.765,aller-retour,coût trajet Londres,g,57.0
cheese,Cheese-ER_AG,ERAG,426,ER,847.065,850.52,euh un pound c'est un euro et quelques,coût trajet Londres,g,58.0
cheese,Cheese-ER_AG,ERAG,427,AG,847.625,848.4875,genre un euro,coût trajet Londres,f,59.0
cheese,Cheese-ER_AG,ERAG,428,ER,850.95,853.96,un euro à à l'époque où j'y étais c'était un euro 28,coût trajet Londres,g,60.0
cheese,Cheese-ER_AG,ERAG,429,ER,854.25,855.655,et maintenant ça doit être plus je pense,coût trajet Londres,g,61.0
cheese,Cheese-ER_AG,ERAG,430,AG,855.78,856.07,ok,coût trajet Londres,f,62.0
cheese,Cheese-ER_AG,ERAG,431,AG,856.895,858.185,bon ouais c'est quasiment la même chose quoi,coût trajet Londres,f,63.0
cheese,Cheese-ER_AG,ERAG,432,ER,858.855,859.065,ouais,coût trajet Londres,g,64.0
cheese,Cheese-ER_AG,ERAG,433,ER,859.29,860.395,ben après enfin,coût trajet Londres,g,65.0
cheese,Cheese-ER_AG,ERAG,434,ER,860.625,863.4,quand tu commences à taper dans les 30 euros et tout ça augmente pas mal quand même,coût trajet Londres,g,66.0
cheese,Cheese-ER_AG,ERAG,435,AG,863.64,863.795,ouais,coût trajet Londres,f,67.0
cheese,Cheese-ER_AG,ERAG,436,AG,864.5275,865.1425,oui non c'est clair,coût trajet Londres,f,68.0
cheese,Cheese-ER_AG,ERAG,437,ER,864.80421,866.38,bon là maintenant je sais plus à combien il est,coût trajet Londres,g,69.0
cheese,Cheese-ER_AG,ERAG,438,AG,865.85,866.84,puis tu vois la différence quoi,coût trajet Londres,f,70.0
cheese,Cheese-ER_AG,ERAG,439,ER,867.33,867.5,mh,coût trajet Londres,g,71.0
cheese,Cheese-ER_AG,ERAG,440,AG,869.04,870.1475,d'accord combien de temps tu es restée à londres,transition,,0.0
cheese,Cheese-ER_AG,ERAG,441,ER,870.63,871.66,un an,transition,,1.0
cheese,Cheese-ER_AG,ERAG,442,ER,872.525,872.995,un an ouais,transition,,2.0
cheese,Cheese-ER_AG,ERAG,443,AG,873.2275,875.385,mais tu é tu étais mh,transition,,3.0
cheese,Cheese-ER_AG,ERAG,444,ER,874.09,874.725,et deux mois,transition,,4.0
cheese,Cheese-ER_AG,ERAG,445,AG,876.225,877.08,fille au pair là-bas non,,,0.0
cheese,Cheese-ER_AG,ERAG,446,ER,877.365,879.31,oui j'ai plein de trucs je suis arrivée en fait,durée experience à Londres pour ER,g,0.0
cheese,Cheese-ER_AG,ERAG,447,AG,879.01,881.0175,tu faisais pas de d'études quoi à londres,durée experience à Londres pour ER,f,1.0
cheese,Cheese-ER_AG,ERAG,448,ER,880.73,880.995,non,durée experience à Londres pour ER,g,2.0
cheese,Cheese-ER_AG,ERAG,449,AG,881.2925,881.4825,ok,durée experience à Londres pour ER,f,3.0
cheese,Cheese-ER_AG,ERAG,450,ER,881.395,882.99,au départ je voulais pas du tout être fille au pair,durée experience à Londres pour ER,g,4.0
cheese,Cheese-ER_AG,ERAG,451,ER,884.5,885.135,on a fini,fin de l'expe,g,0.0
cheese,Cheese-ER_AG,ERAG,452,ER,886.555,887.81273,on était parties là pourtant hein,fin de l'expe,g,1.0
cheese,Cheese-ER_AG,ERAG,453,ER,888.31304,888.72588,ça y est,fin de l'expe,g,2.0
cheese,Cheese-ER_AG,ERAG,454,ER,890.18206,890.77,ah ouais,fin de l'expe,g,3.0
cheese,Cheese-FB_CB,FBCB,0,FB,3.88,4.07494,alors,,,0.0
cheese,Cheese-FB_CB,FBCB,1,FB,4.4,5.33494,donkey,donkey joke FB,g,0.0
cheese,Cheese-FB_CB,FBCB,2,FB,5.58,6.16492,donkey joke,donkey joke FB,g,1.0
cheese,Cheese-FB_CB,FBCB,3,FB,6.92,11.25993,une voiture a été impliquée dans un accident de la route comme prévu une large foule est rassembl,donkey joke FB,g,2.0
cheese,Cheese-FB_CB,FBCB,4,FB,11.42,11.94995,s'est rassemblée,donkey joke FB,g,3.0
cheese,Cheese-FB_CB,FBCB,5,FB,12.4,16.16995,un journaliste anxieux d'avoir son histoire ne pouvait pas s'approcher de la voiture,donkey joke FB,g,4.0
cheese,Cheese-FB_CB,FBCB,6,FB,17.8,22.05993,étant quelqu'un de malin il se mit à crier fort laissez moi passer laissez moi passer,donkey joke FB,g,5.0
cheese,Cheese-FB_CB,FBCB,7,FB,22.58,24.35993,je suis le fils de la victime,donkey joke FB,g,6.0
cheese,Cheese-FB_CB,FBCB,8,FB,24.64,25.45494,la foule s'écarta,donkey joke FB,g,7.0
cheese,Cheese-FB_CB,FBCB,9,FB,25.82,26.17993,pour lui,donkey joke FB,g,8.0
cheese,Cheese-FB_CB,FBCB,10,FB,26.6,27.86492,entendu dans euh,donkey joke FB,g,9.0
cheese,Cheese-FB_CB,FBCB,11,FB,28.18,29.34995,étendu dans la voiture,donkey joke FB,g,10.0
cheese,Cheese-FB_CB,FBCB,12,FB,30.04,31.33993,il y avait un âne,donkey joke FB,g,11.0
cheese,Cheese-FB_CB,FBCB,13,FB,32.56,33.64497,c'est bon,transition,,0.0
cheese,Cheese-FB_CB,FBCB,14,CB,36.22,36.85993,frog joke,frog joke CB,g,0.0
cheese,Cheese-FB_CB,FBCB,15,CB,37.68,43.55537,un jour un ingénieur traversait la rue quand une grenouille l'interpella et dit si tu m'embrasses je me transforme en belle princesse,frog joke CB,g,1.0
cheese,Cheese-FB_CB,FBCB,16,CB,44.2,46.85993,il s'accroupit ramassa la grenouille et la mit dans sa poche,frog joke CB,g,2.0
cheese,Cheese-FB_CB,FBCB,17,CB,47.74,49.20492,la grenouille reprit la parole et dit,frog joke CB,g,3.0
cheese,Cheese-FB_CB,FBCB,18,CB,49.48,53.57993,si tu m'embrasses et me transformes en belle princesse je resterai avec toi une semaine,frog joke CB,g,4.0
cheese,Cheese-FB_CB,FBCB,19,CB,54.52,57.55993,l'ingénieur sortit la grenouille de sa poche lui sourit et la remit dans sa poche,frog joke CB,g,5.0
cheese,Cheese-FB_CB,FBCB,20,CB,58.38,59.50995,puis la grenouille se mit à crier,frog joke CB,g,6.0
cheese,Cheese-FB_CB,FBCB,21,CB,59.9,63.73993,si tu m'embrasses et me transformes en princesse je resterai avec toi et je ferai tout ce que tu veux,frog joke CB,g,7.0
cheese,Cheese-FB_CB,FBCB,22,CB,64.42,66.89494,l'ingénieur sortit encore la grenouille de sa poche lui sourit,frog joke CB,g,8.0
cheese,Cheese-FB_CB,FBCB,23,CB,67.12,67.98492,et la remit dans sa poche,frog joke CB,g,9.0
cheese,Cheese-FB_CB,FBCB,24,CB,68.82,69.86995,enfin la grenouille demanda,frog joke CB,g,10.0
cheese,Cheese-FB_CB,FBCB,25,CB,70.28,77.00492,qu'est ce qu'il y a je t'ai dit que j'étais une belle princesse que je resterai avec toi une semaine que je ferai tout ce que tu veux pourquoi tu m' pourquoi ne m'embrasses tu pas,frog joke CB,g,11.0
cheese,Cheese-FB_CB,FBCB,26,CB,77.84,79.95494,l'ingénieur répondit écoute je suis un ingénieur,frog joke CB,g,12.0
cheese,Cheese-FB_CB,FBCB,27,CB,80.34,82.59993,je n'ai pas le temps pour une petite copine mais une grenouille qui parle,frog joke CB,g,13.0
cheese,Cheese-FB_CB,FBCB,28,CB,82.76,83.25494,ça c'est cool,frog joke CB,g,14.0
cheese,Cheese-FB_CB,FBCB,29,FB,87.64,89.20492,du coup,frog joke CB,f,15.0
cheese,Cheese-FB_CB,FBCB,30,CB,90.32,92.12995,du coup comment on fait euh la semaine prochaine,transition,,0.0
cheese,Cheese-FB_CB,FBCB,31,FB,93.6,94.84492,euh,transition,,1.0
cheese,Cheese-FB_CB,FBCB,32,CB,93.96,95.00986,du coup ça tombe bien,transition,,2.0
cheese,Cheese-FB_CB,FBCB,33,CB,95.2,95.93494,au moins comme ça,organisation de la semaine suivante,g,0.0
cheese,Cheese-FB_CB,FBCB,34,FB,95.8,96.59993,oauis ben du coup,organisation de la semaine suivante,f,1.0
cheese,Cheese-FB_CB,FBCB,35,FB,97.0,97.94497,euh,organisation de la semaine suivante,f,2.0
cheese,Cheese-FB_CB,FBCB,36,FB,98.92,99.49993,ben euh,organisation de la semaine suivante,f,3.0
cheese,Cheese-FB_CB,FBCB,37,FB,99.82,101.58995,alors ce sera jeudi mercredi soir,organisation de la semaine suivante,f,4.0
cheese,Cheese-FB_CB,FBCB,38,CB,102.42,102.85993,euh,organisation de la semaine suivante,g,5.0
cheese,Cheese-FB_CB,FBCB,39,CB,103.46,107.34492,mercredi soir je finis à dix neuf heures trente alors soit euh si ça t'embête pas on fait les deux soirs,organisation de la semaine suivante,g,6.0
cheese,Cheese-FB_CB,FBCB,40,CB,107.96,109.31494,sinon euh moi je viens que jeudi,organisation de la semaine suivante,g,7.0
cheese,Cheese-FB_CB,FBCB,41,FB,110.28,111.80492,ah non pas du enfin ça me gêne pas,organisation de la semaine suivante,f,8.0
cheese,Cheese-FB_CB,FBCB,42,CB,111.3,111.91494,c'est comme tu veux,organisation de la semaine suivante,g,9.0
cheese,Cheese-FB_CB,FBCB,43,FB,112.18,113.41494,non ça me gêne pas enfin,organisation de la semaine suivante,f,10.0
cheese,Cheese-FB_CB,FBCB,44,FB,114.16,114.40995,non,organisation de la semaine suivante,f,11.0
cheese,Cheese-FB_CB,FBCB,45,FB,114.9,116.01993,euh genre euh,organisation de la semaine suivante,f,12.0
cheese,Cheese-FB_CB,FBCB,46,FB,117.4,118.98492,non en fait non je pensais que j'avais espagnol,organisation de la semaine suivante,f,13.0
cheese,Cheese-FB_CB,FBCB,47,CB,118.12,119.97669,ah mais non mercredi soir je te dis des bêtises,organisation de la semaine suivante,g,14.0
cheese,Cheese-FB_CB,FBCB,48,FB,120.26,121.24492,oui c'est mercredi soir,organisation de la semaine suivante,f,15.0
cheese,Cheese-FB_CB,FBCB,49,CB,120.4,120.65494,attends,organisation de la semaine suivante,g,16.0
cheese,Cheese-FB_CB,FBCB,50,CB,121.44,123.27494,oui c'est le mercredi oui c'est dans quinze jours oui c'est vrai,organisation de la semaine suivante,g,17.0
cheese,Cheese-FB_CB,FBCB,51,FB,124.54,127.01993,si si la nuit de mercredi à jeudi,organisation de la semaine suivante,f,18.0
cheese,Cheese-FB_CB,FBCB,52,CB,124.84,127.87494,non parce que mercredi ouais mercredi prochain je vais chercher la voiture,organisation de la semaine suivante,g,19.0
cheese,Cheese-FB_CB,FBCB,53,CB,128.52,130.57494,donc du coup mais c'est la c'est mercredi d'après,organisation de la semaine suivante,g,20.0
cheese,Cheese-FB_CB,FBCB,54,FB,131.08,131.31494,ouais,organisation de la semaine suivante,f,21.0
cheese,Cheese-FB_CB,FBCB,55,FB,131.52,131.8598,donc,organisation de la semaine suivante,f,22.0
cheese,Cheese-FB_CB,FBCB,56,FB,132.14,132.43494,en fait,organisation de la semaine suivante,f,23.0
cheese,Cheese-FB_CB,FBCB,57,FB,133.3,135.35494,je pensais que ah ben oui j'ai un examen d'espagnol,organisation de la semaine suivante,f,24.0
cheese,Cheese-FB_CB,FBCB,58,FB,135.88,136.42991,de,organisation de la semaine suivante,f,25.0
cheese,Cheese-FB_CB,FBCB,59,FB,136.68,137.64995,dix huit heures à,organisation de la semaine suivante,f,26.0
cheese,Cheese-FB_CB,FBCB,60,FB,137.82,138.43993,non de dix sept,organisation de la semaine suivante,f,27.0
cheese,Cheese-FB_CB,FBCB,61,FB,138.66,138.91993,heures,organisation de la semaine suivante,f,28.0
cheese,Cheese-FB_CB,FBCB,62,FB,139.56,140.25993,à dix neuf heures,organisation de la semaine suivante,f,29.0
cheese,Cheese-FB_CB,FBCB,63,FB,140.68,141.23494,donc du coup,organisation de la semaine suivante,f,30.0
cheese,Cheese-FB_CB,FBCB,64,CB,141.44,142.93494,moi je finis à dix neuf heures trente mercredi,organisation de la semaine suivante,g,31.0
cheese,Cheese-FB_CB,FBCB,65,FB,143.52,146.68995,eh ben j'aurais juste le temps d'aller faire le ménage et euh,organisation de la semaine suivante,f,32.0
cheese,Cheese-FB_CB,FBCB,66,CB,146.76,147.88995,ah non mais je pars d'aubagne hein,organisation de la semaine suivante,g,33.0
cheese,Cheese-FB_CB,FBCB,67,FB,148.16,149.06492,ouais ouais oui donc c'est bon,organisation de la semaine suivante,f,34.0
cheese,Cheese-FB_CB,FBCB,68,CB,148.68,149.49494,donc euh,organisation de la semaine suivante,g,35.0
cheese,Cheese-FB_CB,FBCB,69,FB,150.0,151.28995,euh donc c'est bon ouais,organisation de la semaine suivante,f,36.0
cheese,Cheese-FB_CB,FBCB,70,FB,151.48,152.58995,non mais ça me ça me dérange pas,organisation de la semaine suivante,f,37.0
cheese,Cheese-FB_CB,FBCB,71,FB,153.04,154.17993,vraiment ça c'est,organisation de la semaine suivante,f,38.0
cheese,Cheese-FB_CB,FBCB,72,CB,155.3,155.59494,c'est bon,organisation de la semaine suivante,g,39.0
cheese,Cheese-FB_CB,FBCB,73,FB,155.7,155.91993,ouais,organisation de la semaine suivante,f,40.0
cheese,Cheese-FB_CB,FBCB,74,CB,156.32,156.75494,ok,organisation de la semaine suivante,g,41.0
cheese,Cheese-FB_CB,FBCB,75,FB,156.6,157.56991,hum,organisation de la semaine suivante,f,42.0
cheese,Cheese-FB_CB,FBCB,76,FB,158.54,160.29993,du coup pour la semaine avant les vacances,transition,,0.0
cheese,Cheese-FB_CB,FBCB,77,FB,161.32,163.02995,je peux te laisser aussi mon ma,transition,,1.0
cheese,Cheese-FB_CB,FBCB,78,FB,163.22,164.34478,mon ma petite chambre,transition,,2.0
cheese,Cheese-FB_CB,FBCB,79,CB,164.44,164.96497,pourquoi tu pars,transition,,3.0
cheese,Cheese-FB_CB,FBCB,80,FB,165.66,167.24492,euh je ne sais pas je pense que,transition,,4.0
cheese,Cheese-FB_CB,FBCB,81,FB,167.9,169.17993,je pense que je serai plus à manosque,transition,,5.0
cheese,Cheese-FB_CB,FBCB,82,FB,169.34,169.9335,qu'à aix,transition,,6.0
cheese,Cheese-FB_CB,FBCB,83,CB,171.44,171.91494,d'accord,organisation avant vacances,g,0.0
cheese,Cheese-FB_CB,FBCB,84,FB,172.06,172.42492,donc euh,organisation avant vacances,f,1.0
cheese,Cheese-FB_CB,FBCB,85,CB,172.11142,175.1749,parce que comme je t'avais dit que peut-être je monterai pour réviser tu m'avais dit,organisation avant vacances,g,2.0
cheese,Cheese-FB_CB,FBCB,86,CB,175.28127,175.67993,que tu serai là,organisation avant vacances,g,3.0
cheese,Cheese-FB_CB,FBCB,87,FB,175.9,177.51494,ouais mais sûrement que,organisation avant vacances,f,4.0
cheese,Cheese-FB_CB,FBCB,88,FB,177.88,178.97494,non sûrement que je vais être sur,organisation avant vacances,f,5.0
cheese,Cheese-FB_CB,FBCB,89,FB,180.18,184.26995,je pense que je vais être là euh quelques jours dans la semaine mais parfois je vais rentrer chez moi euh le soir euh,organisation avant vacances,f,6.0
cheese,Cheese-FB_CB,FBCB,90,FB,185.38,186.79481,enfin parce que j'aime bien rentrer pour euh,organisation avant vacances,f,7.0
cheese,Cheese-FB_CB,FBCB,91,FB,187.88,190.09993,pour manger en famille en fait,organisation avant vacances,f,8.0
cheese,Cheese-FB_CB,FBCB,92,CB,188.72,192.85494,ouais c'est ça ouais mais c'est ce que m'a dit oriane que du coup il y avait plein de fois où tu rentrais et tout euh,organisation avant vacances,g,9.0
cheese,Cheese-FB_CB,FBCB,93,FB,192.7,193.02492,ouais,organisation avant vacances,f,10.0
cheese,Cheese-FB_CB,FBCB,94,FB,193.4,194.12995,parce que j'aime pas euh,organisation avant vacances,f,11.0
cheese,Cheese-FB_CB,FBCB,95,FB,194.7,198.87993,en fait j'aime pas me retrouver seule donc du coup comme je t'ai dit ben ça me dérangerait pas que tu viennes parfois chez moi,organisation avant vacances,f,12.0
cheese,Cheese-FB_CB,FBCB,96,FB,199.04,199.34492,parce que,organisation avant vacances,f,13.0
cheese,Cheese-FB_CB,FBCB,97,FB,199.82,202.06492,j'aime pas manger seule enfin ça ça fait déprimée,organisation avant vacances,f,14.0
cheese,Cheese-FB_CB,FBCB,98,CB,202.36,205.07494,ouais de toute façon là à partir de janvier moi je sais pas comment je vais faire,transition,,0.0
cheese,Cheese-FB_CB,FBCB,99,FB,206.12,207.11993,euh,transition,,1.0
cheese,Cheese-FB_CB,FBCB,100,CB,207.54,209.20995,parce que ben j'arrête à aubagne,transition,,2.0
cheese,Cheese-FB_CB,FBCB,101,FB,209.76,210.11494,ouais,difficultés logements CB,g,0.0
cheese,Cheese-FB_CB,FBCB,102,CB,211.56,215.51993,et après ben j'ai une voiture soit maitenant mais comme j'ai toujours pas le financement pour le camion ben,difficultés logements CB,f,1.0
cheese,Cheese-FB_CB,FBCB,103,CB,216.56,218.94492,si je trouve le financement pour le camion ça va être euh tranquille,difficultés logements CB,f,2.0
cheese,Cheese-FB_CB,FBCB,104,FB,217.06,217.22488,mh,difficultés logements CB,g,3.0
cheese,Cheese-FB_CB,FBCB,105,FB,219.22,219.51494,ouais,difficultés logements CB,g,4.0
cheese,Cheese-FB_CB,FBCB,106,CB,219.88,222.50986,là j'achète le camion aménagé donc euh j'ai pas besoin de,difficultés logements CB,f,5.0
cheese,Cheese-FB_CB,FBCB,107,CB,222.96,225.12995,de trouver un un logement mais après euh,difficultés logements CB,f,6.0
cheese,Cheese-FB_CB,FBCB,108,FB,224.04,225.76488,non mais du coup tu peux venir euh,difficultés logements CB,g,7.0
cheese,Cheese-FB_CB,FBCB,109,FB,226.44,228.12497,crécher chez moi il y a pas de souci,difficultés logements CB,g,8.0
cheese,Cheese-FB_CB,FBCB,110,CB,227.1,228.83993,enfin on verra,difficultés logements CB,f,9.0
cheese,Cheese-FB_CB,FBCB,111,FB,229.18,229.47989,ouais,difficultés logements CB,g,10.0
cheese,Cheese-FB_CB,FBCB,112,FB,229.74,231.00497,c'est juste un peu petit mais,difficultés logements CB,g,11.0
cheese,Cheese-FB_CB,FBCB,113,FB,231.86,232.33494,mais comme j,difficultés logements CB,g,12.0
cheese,Cheese-FB_CB,FBCB,114,FB,232.82,234.48995,comme j'ai j'avais dit à oriane enfin,difficultés logements CB,g,13.0
cheese,Cheese-FB_CB,FBCB,115,CB,235.2,236.12492,ouais elle m'avait dit,difficultés logements CB,f,14.0
cheese,Cheese-FB_CB,FBCB,116,FB,235.28,239.33494,j'ai j'ai j'ai dû j'ai dû j'ai dû héberger mon frère pendant un mois et donc euh,difficultés logements CB,g,15.0
cheese,Cheese-FB_CB,FBCB,117,CB,236.34,236.49481,que,difficultés logements CB,f,16.0
cheese,Cheese-FB_CB,FBCB,118,FB,240.2,242.88995,ouais je pense que ça passe parce que euh,difficultés logements CB,g,17.0
cheese,Cheese-FB_CB,FBCB,119,FB,243.42,245.34995,c'était il foutait un gros bordel partout euh,difficultés logements CB,g,18.0
cheese,Cheese-FB_CB,FBCB,120,CB,245.72,250.28488,parce que oriane elle m'a dit ouais que tu lui avais proposé si quand elle s'engrennait avec romain euh,difficultés logements CB,f,19.0
cheese,Cheese-FB_CB,FBCB,121,FB,246.18,246.95993,il foutait rien,difficultés logements CB,g,20.0
cheese,Cheese-FB_CB,FBCB,122,FB,250.22,251.34497,ouais,difficultés logements CB,g,21.0
cheese,Cheese-FB_CB,FBCB,123,FB,252.02,252.60492,du coup ouais,difficultés logements CB,g,22.0
cheese,Cheese-FB_CB,FBCB,124,CB,252.86,253.58492,elle m'a dit ouais,difficultés logements CB,f,23.0
cheese,Cheese-FB_CB,FBCB,125,FB,253.96,257.06492,non ouais non il y a pas de souci enfin même même pendant la enfin si tu as,difficultés logements CB,g,24.0
cheese,Cheese-FB_CB,FBCB,126,FB,257.52,259.7228,si tu es en galère aussi pour les vacances je peux te le laisser il a pas de souci,difficultés logements CB,g,25.0
cheese,Cheese-FB_CB,FBCB,127,CB,259.9,260.38995,on verra,difficultés logements CB,f,26.0
cheese,Cheese-FB_CB,FBCB,128,FB,260.72,260.96991,ouais,difficultés logements CB,g,27.0
cheese,Cheese-FB_CB,FBCB,129,FB,261.66,262.49494,et euh,difficultés logements CB,g,28.0
cheese,Cheese-FB_CB,FBCB,130,FB,263.28,265.99993,du coup ouais j'avais j'ai ouais j'en avais parlé un peu à oriane,difficultés logements CB,g,29.0
cheese,Cheese-FB_CB,FBCB,131,CB,267.2,270.32492,c'est ce que je disais moi ça me manque avant euh quand j'étais avec mon ex mari,transition,,0.0
cheese,Cheese-FB_CB,FBCB,132,FB,270.56,270.84991,ouais,transition,,1.0
cheese,Cheese-FB_CB,FBCB,133,CB,271.1,271.98492,j'avais une grande maison,,,0.0
cheese,Cheese-FB_CB,FBCB,134,FB,272.86,273.97993,ah ben ouais du coup euh,nostalgie ancienne maison,g,0.0
cheese,Cheese-FB_CB,FBCB,135,CB,273.48,278.12492,et du coup elle était toujours ouverte qu'on soit là ou pas là comme ça si jamais on avait des potes qui étaient en galère ou quoi,nostalgie ancienne maison,f,1.0
cheese,Cheese-FB_CB,FBCB,136,CB,278.56,283.37494,ils pouvaient passer ils savaient très bien ils nous appelaient en disant vous êtes là ouais bon ben on vient vous êtes là vous êtes pas là,nostalgie ancienne maison,f,2.0
cheese,Cheese-FB_CB,FBCB,137,FB,283.4,283.63494,hm,nostalgie ancienne maison,g,3.0
cheese,Cheese-FB_CB,FBCB,138,CB,284.06,286.97993,ben non on est pas là mais vas y quoi tu me squatter une,nostalgie ancienne maison,f,4.0
cheese,Cheese-FB_CB,FBCB,139,FB,286.68,290.19494,mais comment tu peux laisser une maison ouverte enfin à moins que tu laisses la la clé euh,nostalgie ancienne maison,g,5.0
cheese,Cheese-FB_CB,FBCB,140,CB,287.22,287.79494,une semaine,nostalgie ancienne maison,f,6.0
cheese,Cheese-FB_CB,FBCB,141,CB,288.84,289.63494,parce qu'on habitait,nostalgie ancienne maison,f,7.0
cheese,Cheese-FB_CB,FBCB,142,CB,290.14,291.41494,non mais on habitait un petit hameau,nostalgie ancienne maison,f,8.0
cheese,Cheese-FB_CB,FBCB,143,CB,291.72,300.35494,et donc en plus c'était obligé de passer devant chez les voisins donc les voisins ils connaissaient tout enfin ils connaissaient à peu près nos potes puis sinon on les prévenait on les appelait en disant il y a quelqu'un qui va passer,nostalgie ancienne maison,f,9.0
cheese,Cheese-FB_CB,FBCB,144,FB,296.34,296.86995,ah ouais,nostalgie ancienne maison,g,10.0
cheese,Cheese-FB_CB,FBCB,145,FB,301.36,303.20995,ah du coup ouais non mais franchement euh,nostalgie ancienne maison,g,11.0
cheese,Cheese-FB_CB,FBCB,146,CB,302.64,303.25494,mais on laissait,nostalgie ancienne maison,f,12.0
cheese,Cheese-FB_CB,FBCB,147,CB,303.46,304.12995,tout ouvert quoi,nostalgie ancienne maison,f,13.0
cheese,Cheese-FB_CB,FBCB,148,FB,304.78,306.25494,c'est généreux,nostalgie ancienne maison,g,14.0
cheese,Cheese-FB_CB,FBCB,149,CB,306.52,310.65993,non mais c'était pas tu sais on avait une maison on a déjà on avait dormi jusqu'à quatorze là dedans,nostalgie ancienne maison,f,15.0
cheese,Cheese-FB_CB,FBCB,150,FB,307.94,308.18492,ouais,nostalgie ancienne maison,g,16.0
cheese,Cheese-FB_CB,FBCB,151,CB,311.6,313.37494,tu sais elle était grande on faisait plein de fêtes et tout,nostalgie ancienne maison,f,17.0
cheese,Cheese-FB_CB,FBCB,152,FB,312.1,312.29494,ah,nostalgie ancienne maison,g,18.0
cheese,Cheese-FB_CB,FBCB,153,FB,314.06,315.05494,ah mais ça doit être la belle fille,nostalgie ancienne maison,g,19.0
cheese,Cheese-FB_CB,FBCB,154,CB,314.94,318.96991,c'est un c'est un bah c'est pas le c'est pas tout le côté,nostalgie ancienne maison,f,20.0
cheese,Cheese-FB_CB,FBCB,155,FB,316.1,316.52488,ouais,nostalgie ancienne maison,g,21.0
cheese,Cheese-FB_CB,FBCB,156,CB,319.2,322.15993,tout le reste cé ça me manque pas si tu veux mais ça ouais ça me manque carrément quoi,nostalgie ancienne maison,f,22.0
cheese,Cheese-FB_CB,FBCB,157,FB,320.1,320.57494,ouais,nostalgie ancienne maison,g,23.0
cheese,Cheese-FB_CB,FBCB,158,FB,322.48,322.80492,oauis du coup,nostalgie ancienne maison,g,24.0
cheese,Cheese-FB_CB,FBCB,159,FB,323.02,324.10492,ben c'est pareil pour moi hein,nostalgie ancienne maison,g,25.0
cheese,Cheese-FB_CB,FBCB,160,FB,324.3,325.85494,enfin parce que la la maison enfin,nostalgie ancienne maison,g,26.0
cheese,Cheese-FB_CB,FBCB,161,FB,326.3,327.11993,chez mes parents c'est grand,nostalgie ancienne maison,g,27.0
cheese,Cheese-FB_CB,FBCB,162,FB,327.3,329.41993,genre on habite dans une grande maison ben vu qu'on est nombreux,nostalgie ancienne maison,g,28.0
cheese,Cheese-FB_CB,FBCB,163,FB,329.9,331.20492,mon père il a dû acheter un grande maison,nostalgie ancienne maison,g,29.0
cheese,Cheese-FB_CB,FBCB,164,FB,331.82,332.63993,et euh,nostalgie ancienne maison,g,30.0
cheese,Cheese-FB_CB,FBCB,165,FB,332.94,334.45494,et du coup on avait euh,nostalgie ancienne maison,g,31.0
cheese,Cheese-FB_CB,FBCB,166,FB,335.74,336.50995,et du coup en fait,nostalgie ancienne maison,g,32.0
cheese,Cheese-FB_CB,FBCB,167,FB,336.78,337.22492,passer,nostalgie ancienne maison,g,33.0
cheese,Cheese-FB_CB,FBCB,168,FB,337.74,338.89494,d'une maison à plusieurs étages,nostalgie ancienne maison,g,34.0
