corpus,file,dyad,index,speaker,start,stop,text,theme,theme_role,theme_index,has_theme
cheese,Cheese-AA_OR,AAOR,443,AA,710.5,710.79494,mouais,le concours de prof pour OR,f,8.0,True
cheese,Cheese-AA_OR,AAOR,444,OR,710.94,711.4549,tu sais je sais pas je,le concours de prof pour OR,g,9.0,True
cheese,Cheese-AA_OR,AAOR,445,OR,711.9,712.50995,tu vois le,le concours de prof pour OR,g,10.0,True
cheese,Cheese-AA_OR,AAOR,446,OR,713.16,714.01494,et puis je vois que,le concours de prof pour OR,g,11.0,True
cheese,Cheese-AA_OR,AAOR,447,OR,714.18,717.18492,après je peux faire ce que je veux enfin je peux quand même être prof à l'étranger sans ce concours,le concours de prof pour OR,g,12.0,True
cheese,Cheese-AA_OR,AAOR,448,OR,717.78,718.79993,du coup ça me,le concours de prof pour OR,g,13.0,True
cheese,Cheese-AA_OR,AAOR,449,OR,719.88,722.26995,ça me donne pas envie vu qu'en plus je sais que je préfèrerais être à l'étranger,le concours de prof pour OR,g,14.0,True
cheese,Cheese-AA_OR,AAOR,450,AA,722.32,722.52995,ouais,le concours de prof pour OR,f,15.0,True
cheese,Cheese-AA_OR,AAOR,451,OR,722.72,726.28492,tu sais je me dis autant autant que je passe pas le concours que je parte à l'étranger et j'en ai pas besoin et,le concours de prof pour OR,g,16.0,True
cheese,Cheese-AA_OR,AAOR,452,AA,726.44,726.90492,ouais d'accord,le concours de prof pour OR,f,17.0,True
cheese,Cheese-AA_OR,AAOR,453,OR,727.04,730.69993,après c'est peut-être la facilité aussi tu sais si je savais que je pouvais y arriver peut-être que je le tenterais mais,le concours de prof pour OR,g,18.0,True
cheese,Cheese-AA_OR,AAOR,454,AA,730.96,731.18995,ouais,le concours de prof pour OR,f,19.0,True
cheese,Cheese-AA_OR,AAOR,455,OR,732.36,733.45494,j'ai tellement de potes qui ont échoué,le concours de prof pour OR,g,20.0,True
cheese,Cheese-AA_OR,AAOR,456,OR,733.8,734.62503,alors que c'est des têtes,le concours de prof pour OR,g,21.0,True
cheese,Cheese-AA_OR,AAOR,457,OR,735.28,736.16492,je me dis mais s'ils le passent,le concours de prof pour OR,g,22.0,True
cheese,Cheese-AA_OR,AAOR,458,OR,736.38,736.83993,je vais jamais l'avoir,le concours de prof pour OR,g,23.0,True
cheese,Cheese-AA_OR,AAOR,459,OR,736.83993,744.38,vraiment,,,0.0,True
cheese,Cheese-AA_OR,AAOR,460,AA,736.98,737.19993,ouais,le concours de prof pour OR,f,24.0,True
cheese,Cheese-AA_OR,AAOR,461,AA,739.12,739.93494,non mais j'avoue le truc euh,le concours de prof pour OR,f,25.0,True
cheese,Cheese-AA_OR,AAOR,462,AA,740.96,742.19993,tout ce qui est concours c'est tellement euh,le concours de prof pour OR,f,26.0,True
cheese,Cheese-AA_OR,AAOR,463,AA,744.28,746.51494,je j'ai failli l'année dernière j'étais en saturation,transition,,0.0,True
cheese,Cheese-AA_OR,AAOR,464,OR,744.38,745.70991,elles veulent le passer mais,transition,,1.0,True
cheese,Cheese-AA_OR,AAOR,465,OR,747.43285,748.66492,et mélissa elle l'a eu du premier coup,transition,,2.0,True
cheese,Cheese-AA_OR,AAOR,466,AA,749.76,750.84995,mh,transition,,3.0,True
cheese,Cheese-AA_OR,AAOR,467,AA,751.48,753.54995,première ou deuxième deuxième année je crois,transition,,4.0,True
cheese,Cheese-AA_OR,AAOR,468,AA,756.3,756.84492,on s'est gavé,le concours d'orthophoniste,g,0.0,True
cheese,Cheese-AA_OR,AAOR,469,OR,757.26,758.09993,ouais elle s'est bien gavée hein,le concours d'orthophoniste,f,1.0,True
cheese,Cheese-AA_OR,AAOR,470,AA,758.02,759.46497,mais en l1 je sais pas si tu te,le concours d'orthophoniste,g,2.0,True
cheese,Cheese-AA_OR,AAOR,471,AA,760.32,762.08492,ou peut-être pas il y en avait une qui s'appelait en une claire,le concours d'orthophoniste,g,3.0,True
cheese,Cheese-AA_OR,AAOR,472,AA,764.06,764.73485,non enfin,le concours d'orthophoniste,g,4.0,True
cheese,Cheese-AA_OR,AAOR,473,OR,764.69163,765.40991,à quoi elle ressemblait,le concours d'orthophoniste,f,5.0,True
cheese,Cheese-AA_OR,AAOR,474,AA,764.9,765.07993,ouais,le concours d'orthophoniste,g,6.0,True
cheese,Cheese-AA_OR,AAOR,475,OR,766.22,766.70991,claire,le concours d'orthophoniste,f,7.0,True
cheese,Cheese-AA_OR,AAOR,476,AA,766.8,768.32478,ouais claire salva je crois,le concours d'orthophoniste,g,8.0,True
cheese,Cheese-AA_OR,AAOR,477,OR,767.6,768.14492,ça me dit rien,le concours d'orthophoniste,f,9.0,True
cheese,Cheese-AA_OR,AAOR,478,AA,769.12,772.51993,bon ben après en l1 on est je sais pas on était pas trop ensemble en fait vu qu'on était,le concours d'orthophoniste,g,10.0,True
cheese,Cheese-AA_OR,AAOR,479,OR,770.46,771.45494,on était en groupe ouais,le concours d'orthophoniste,f,11.0,True
cheese,Cheese-AA_OR,AAOR,480,OR,771.66,772.73494,ouais parce qu'il y avait des groupes ouais,le concours d'orthophoniste,f,12.0,True
cheese,Cheese-AA_OR,AAOR,481,AA,772.86,773.76492,on était euh vachement nombreux,le concours d'orthophoniste,g,13.0,True
cheese,Cheese-AA_OR,AAOR,482,AA,774.36,775.99494,elle elle l'a eu du premier coup quoi,le concours d'orthophoniste,g,14.0,True
cheese,Cheese-AA_OR,AAOR,483,AA,776.32,779.28991,à nice en plus enfin où il est quand même vachement vachement dur,le concours d'orthophoniste,g,15.0,True
cheese,Cheese-AA_OR,AAOR,484,AA,779.48,779.64995,tu fais ouais,le concours d'orthophoniste,g,16.0,True
cheese,Cheese-AA_OR,AAOR,485,OR,781.24865,781.81939,ah putain,le concours d'orthophoniste,f,17.0,True
cheese,Cheese-AA_OR,AAOR,486,OR,782.28,783.23993,eh il y en a ils sont bons hein,le concours d'orthophoniste,f,18.0,True
cheese,Cheese-AA_OR,AAOR,487,AA,783.28,783.69993,ouais c'est ça,le concours d'orthophoniste,g,19.0,True
cheese,Cheese-AA_OR,AAOR,488,AA,784.5,785.83993,c'est où c'était ça et puis après en,le concours d'orthophoniste,g,20.0,True
cheese,Cheese-AA_OR,AAOR,489,AA,786.1,788.38497,en sciences du langage et tout il avait des super notes aussi,le concours d'orthophoniste,g,21.0,True
cheese,Cheese-AA_OR,AAOR,490,OR,789.1,792.52492,ouais tu te dis il y a pas un truc que tu arrives pas c'est pas possible,le concours d'orthophoniste,f,22.0,True
cheese,Cheese-AA_OR,AAOR,491,AA,789.14,792.55993,quand t'avais des 17 des 17 des 18 et tout tu fais bon,le concours d'orthophoniste,g,23.0,True
cheese,Cheese-AA_OR,AAOR,492,OR,792.84,793.18492,euh,le concours d'orthophoniste,f,24.0,True
cheese,Cheese-AA_OR,AAOR,493,OR,793.36,793.82991,c'est pas vrai,le concours d'orthophoniste,f,25.0,True
cheese,Cheese-AA_OR,AAOR,494,OR,794.0,794.41864,il y en a ils sont,le concours d'orthophoniste,f,26.0,True
cheese,Cheese-AA_OR,AAOR,495,AA,794.08,795.27989,t'es pas au même niveau,le concours d'orthophoniste,g,27.0,True
cheese,Cheese-AA_OR,AAOR,496,OR,795.22,795.79494,ouais c'est ça,le concours d'orthophoniste,f,28.0,True
cheese,Cheese-AA_OR,AAOR,497,OR,796.3,797.37993,laisse tomber je te laisse ma place,le concours d'orthophoniste,f,29.0,True
cheese,Cheese-AA_OR,AAOR,498,AA,797.3,798.01494,ouais,le concours d'orthophoniste,g,30.0,True
cheese,Cheese-AA_OR,AAOR,499,OR,798.8,800.58492,et moi ça m'énerve à la fois parce que tu sais je me dis euh,transition,,0.0,True
cheese,Cheese-AA_OR,AAOR,500,OR,800.76,801.65494,quand je ben noélia,transition,,1.0,True
cheese,Cheese-AA_OR,AAOR,501,AA,802.03656,802.27028,ouais,transition,,2.0,True
cheese,Cheese-AA_OR,AAOR,502,OR,802.44,803.07993,tu sais je me disais,transition,,3.0,True
cheese,Cheese-AA_OR,AAOR,503,OR,803.46,806.35993,tu as des cotés tu sais quand on discute ensemble et tout je me dis c'est vrai que d'un coté ça doit être,le travail de prof selon OR,g,0.0,True
cheese,Cheese-AA_OR,AAOR,504,OR,806.52,810.58991,cool tu sais d'être prof de maternelle ici c'est sympa tu sais tu rentres chez toi le soir enfin c'est le boulot tranquille enfin,le travail de prof selon OR,g,1.0,True
cheese,Cheese-AA_OR,AAOR,505,AA,810.36,810.73993,mh,le travail de prof selon OR,f,2.0,True
cheese,Cheese-AA_OR,AAOR,506,OR,811.06,812.74492,c'est cool c'est posé moi j'aime bien les petiots,le travail de prof selon OR,g,3.0,True
cheese,Cheese-AA_OR,AAOR,507,OR,813.5,814.74497,mais à la fois je me dis c'est ça c'est,le travail de prof selon OR,g,4.0,True
cheese,Cheese-AA_OR,AAOR,508,OR,815.34,816.80492,j'ai pas non plus envie de le passer c'est trop facile,le travail de prof selon OR,g,5.0,True
cheese,Cheese-AA_OR,AAOR,509,AA,817.4,818.08492,ah ouais,le travail de prof selon OR,f,6.0,True
cheese,Cheese-AA_OR,AAOR,510,OR,817.86,818.57993,tu sais genre euh ouais,le travail de prof selon OR,g,7.0,True
cheese,Cheese-AA_OR,AAOR,511,OR,819.16,820.57494,ben je trouve c'est un boulot trop facile,le travail de prof selon OR,g,8.0,True
cheese,Cheese-AA_OR,AAOR,512,OR,820.9,824.12995,enfin pas trop facile hein je doute pas qu'elle doit avoir des cas compliqués aussi euh,le travail de prof selon OR,g,9.0,True
cheese,Cheese-AA_OR,AAOR,513,OR,824.7,825.40492,à la maternelle hein,le travail de prof selon OR,g,10.0,True
cheese,Cheese-AA_OR,AAOR,514,AA,824.72,825.15485,ouais,le travail de prof selon OR,f,11.0,True
cheese,Cheese-AA_OR,AAOR,515,OR,825.82,826.62991,mais euh,le travail de prof selon OR,g,12.0,True
cheese,Cheese-AA_OR,AAOR,516,OR,827.42,827.74492,je sais pas,le travail de prof selon OR,g,13.0,True
cheese,Cheese-AA_OR,AAOR,517,OR,828.4,830.91993,tu sais il y a pas de enfin pour moi en tout cas je vois pas le challenge,le travail de prof selon OR,g,14.0,True
cheese,Cheese-AA_OR,AAOR,518,OR,831.15838,831.38668,tu sais,le travail de prof selon OR,g,15.0,True
cheese,Cheese-AA_OR,AAOR,519,AA,831.46,831.69993,ouais,le travail de prof selon OR,f,16.0,True
cheese,Cheese-AA_OR,AAOR,520,OR,832.12,833.38492,que le petit arrive à lire à la fin,le travail de prof selon OR,g,17.0,True
cheese,Cheese-AA_OR,AAOR,521,OR,833.68,833.97494,ouais,le travail de prof selon OR,g,18.0,True
cheese,Cheese-AA_OR,AAOR,522,OR,834.16,835.29494,et encore si c'est le cp tu vois,le travail de prof selon OR,g,19.0,True
cheese,Cheese-AA_OR,AAOR,523,AA,835.8352,835.97577,mh,le travail de prof selon OR,f,20.0,True
cheese,Cheese-AA_OR,AAOR,524,OR,835.94,837.18497,mais que le petit dessine bien tu sais,le travail de prof selon OR,g,21.0,True
cheese,Cheese-AA_OR,AAOR,525,OR,838.1565,838.40995,je sais pas,le travail de prof selon OR,g,22.0,True
cheese,Cheese-AA_OR,AAOR,526,OR,838.6,839.38492,je vois pas mon challenge,le travail de prof selon OR,g,23.0,True
cheese,Cheese-AA_OR,AAOR,527,OR,839.64,840.29993,tu sais ça me,le travail de prof selon OR,g,24.0,True
cheese,Cheese-AA_OR,AAOR,528,AA,840.58,840.80995,ouais,le travail de prof selon OR,f,25.0,True
cheese,Cheese-AA_OR,AAOR,529,OR,840.92,841.6749,ça me botte pas trop,le travail de prof selon OR,g,26.0,True
cheese,Cheese-AA_OR,AAOR,530,OR,842.2,844.88995,tu sais moi j'aimerais bien que à la fin il sorte il sache parler français tu vois,le travail de prof selon OR,g,27.0,True
cheese,Cheese-AA_OR,AAOR,531,OR,845.14,847.33993,pour un étranger ça c'est mon challenge tu sais qu'à la fin il,le travail de prof selon OR,g,28.0,True
cheese,Cheese-AA_OR,AAOR,532,AA,845.8,846.04995,oui,le travail de prof selon OR,f,29.0,True
cheese,Cheese-AA_OR,AAOR,533,OR,847.68,848.82492,il arrive à m'aligner euh,le travail de prof selon OR,g,30.0,True
cheese,Cheese-AA_OR,AAOR,534,OR,849.5,852.24488,une phrase avec plein de temps différents tu sais même s'il fait deux trois fautes,le travail de prof selon OR,g,31.0,True
cheese,Cheese-AA_OR,AAOR,535,OR,852.46,854.15993,mais voilà qu'on le comprenne tu vois ça c'est,le travail de prof selon OR,g,32.0,True
cheese,Cheese-AA_OR,AAOR,536,AA,852.86,853.25993,ah ouais,le travail de prof selon OR,f,33.0,True
cheese,Cheese-AA_OR,AAOR,537,AA,854.46,855.44492,ouais sûr c'est pas,le travail de prof selon OR,f,34.0,True
cheese,Cheese-AA_OR,AAOR,538,OR,854.48,855.93494,genre un truc que je trouve wouaou quoi mais,le travail de prof selon OR,g,35.0,True
cheese,Cheese-AA_OR,AAOR,539,OR,858.38,859.15993,je sais pas on verra bien,le travail de prof selon OR,g,36.0,True
cheese,Cheese-AA_OR,AAOR,540,AA,859.66,861.05993,eh ouais tu avais déjà fait prof euh,transition,,0.0,True
cheese,Cheese-AA_OR,AAOR,541,OR,861.02,861.33993,ouais,transition,,1.0,True
cheese,Cheese-AA_OR,AAOR,542,AA,862.5258,863.03494,c'était où,transition,,2.0,True
cheese,Cheese-AA_OR,AAOR,543,OR,862.62,862.95494,un an,transition,,3.0,True
cheese,Cheese-AA_OR,AAOR,544,OR,863.12,863.50492,en inde,l'experience de prof de OR,g,0.0,True
cheese,Cheese-AA_OR,AAOR,545,AA,863.34,863.73494,en inde,l'experience de prof de OR,f,1.0,True
cheese,Cheese-AA_OR,AAOR,546,OR,863.86,864.06995,mh,l'experience de prof de OR,g,2.0,True
cheese,Cheese-AA_OR,AAOR,547,OR,864.82,866.97993,ça j'aimerais bien y retourner l'année prochaine mais si je suis au rattrapage,l'experience de prof de OR,g,3.0,True
cheese,Cheese-AA_OR,AAOR,548,OR,867.4,869.59494,ça met tout en jeu parce que la rentrée elle est en juin là-bas,l'experience de prof de OR,g,4.0,True
cheese,Cheese-AA_OR,AAOR,549,AA,870.18,870.46492,ah ouais,l'experience de prof de OR,f,5.0,True
cheese,Cheese-AA_OR,AAOR,550,OR,870.68,873.66991,du coup si je suis au rattrapage je peux pas faire la rentrée et du coup ben,l'experience de prof de OR,g,6.0,True
cheese,Cheese-AA_OR,AAOR,551,OR,873.88,874.57494,on pourra pas me prendre,l'experience de prof de OR,g,7.0,True
cheese,Cheese-AA_OR,AAOR,552,AA,874.82,875.11485,mh,l'experience de prof de OR,f,8.0,True
cheese,Cheese-AA_OR,AAOR,553,OR,875.32,877.09993,si je loupe la rentrée c'est compliqué faut qu'il y ait un autre prof,l'experience de prof de OR,g,9.0,True
cheese,Cheese-AA_OR,AAOR,554,OR,877.26,878.28492,qui soit là pour moi à la rentrée,l'experience de prof de OR,g,10.0,True
cheese,Cheese-AA_OR,AAOR,555,OR,878.7,880.93494,qu'après il parte pour que je prenne sa place c'est compliqué,l'experience de prof de OR,g,11.0,True
cheese,Cheese-AA_OR,AAOR,556,AA,881.14,881.49993,ouais,l'experience de prof de OR,f,12.0,True
cheese,Cheese-AA_OR,AAOR,557,OR,882.46,883.18995,du coup si je suis au rattrapage,l'experience de prof de OR,g,13.0,True
cheese,Cheese-AA_OR,AAOR,558,AA,885.42,886.43993,oh pour le moment ça va non,transition,,0.0,True
cheese,Cheese-AA_OR,AAOR,559,OR,885.42,885.83993,on verra bien,transition,,1.0,True
cheese,Cheese-AA_OR,AAOR,560,AA,886.9,887.25494,et euh,transition,,2.0,True
cheese,Cheese-AA_OR,AAOR,561,OR,887.72,888.88991,moins que l'année dernière je trouve,transition,,3.0,True
cheese,Cheese-AA_OR,AAOR,562,OR,889.68,893.42492,ouais moins que l'année dernière mais après peut-être que je suis peut-être pas aussi productive que l'année dernière aussi,transition,,4.0,True
cheese,Cheese-AA_OR,AAOR,563,OR,893.94182,894.53012,je sais pas trop,transition,,5.0,True
cheese,Cheese-AA_OR,AAOR,564,AA,894.88,895.05993,mh,transition,,6.0,True
cheese,Cheese-AA_OR,AAOR,565,OR,896.0,896.63494,moins que l'année dernière,les difficultés du parcours actuel,g,0.0,True
cheese,Cheese-AA_OR,AAOR,566,OR,897.14,898.10492,en soit c'set pas compliqué,les difficultés du parcours actuel,g,1.0,True
cheese,Cheese-AA_OR,AAOR,567,OR,899.0,900.54995,je trouve pas que euh cette année elle soit trop compliquée,les difficultés du parcours actuel,g,2.0,True
cheese,Cheese-AA_OR,AAOR,568,AA,900.5,901.34497,mouais enfin c'est,les difficultés du parcours actuel,f,3.0,True
cheese,Cheese-AA_OR,AAOR,569,AA,901.52,903.22995,ouais marie il y a quand même pas mal de trucs en fait,les difficultés du parcours actuel,f,4.0,True
cheese,Cheese-AA_OR,AAOR,570,OR,901.72,902.33494,mais,les difficultés du parcours actuel,g,5.0,True
cheese,Cheese-AA_OR,AAOR,571,OR,903.34,903.68995,c'est ça,les difficultés du parcours actuel,g,6.0,True
cheese,Cheese-AA_OR,AAOR,572,AA,903.68,903.96995,c'est ça,les difficultés du parcours actuel,f,7.0,True
cheese,Cheese-AA_OR,AAOR,573,OR,904.68,905.77993,tu sais par exemple syntaxe et sémantique,les difficultés du parcours actuel,g,8.0,True
cheese,Cheese-AA_OR,AAOR,574,OR,905.96,907.0549,je trouve pas que ce soit compliqué,les difficultés du parcours actuel,g,9.0,True
cheese,Cheese-AA_OR,AAOR,575,OR,908.96,910.91494,mais genre il y a trop de termes tu sais des fois il dit un mot,les difficultés du parcours actuel,g,10.0,True
cheese,Cheese-AA_OR,AAOR,576,OR,911.78,915.40492,puis après il change il par un autre mot tu sais indexation translation là tu sais ces trucs là,les difficultés du parcours actuel,g,11.0,True
cheese,Cheese-AA_OR,AAOR,577,AA,913.72,914.01485,mouais,les difficultés du parcours actuel,f,12.0,True
cheese,Cheese-AA_OR,AAOR,578,AA,914.62,915.47494,c'est c'est ça,les difficultés du parcours actuel,f,13.0,True
cheese,Cheese-AA_OR,AAOR,579,OR,915.68,917.2349,et translation puis 30 secondes après il dit conversion zéro,les difficultés du parcours actuel,g,14.0,True
cheese,Cheese-AA_OR,AAOR,580,OR,917.72,918.76991,donc monsieur c'est une translation ou,les difficultés du parcours actuel,g,15.0,True
cheese,Cheese-AA_OR,AAOR,581,OR,919.16,920.66982,non je veux pas que vous dites translation vous dites conversion,les difficultés du parcours actuel,g,16.0,True
cheese,Cheese-AA_OR,AAOR,582,AA,921.08,922.16982,d' ouais c'est ça,les difficultés du parcours actuel,f,17.0,True
cheese,Cheese-AA_OR,AAOR,583,OR,921.22,924.74492,mais vous venez de dire translation moi c'est déjà écrit c'est trop tard c'est enregistré genre,les difficultés du parcours actuel,g,18.0,True
cheese,Cheese-AA_OR,AAOR,584,AA,923.74,924.15993,c'est ça,les difficultés du parcours actuel,f,19.0,True
cheese,Cheese-AA_OR,AAOR,585,AA,924.76,928.90995,ouais des fois il y a moi je me rappelle il avait dit plein de trucs puis après il avait dit bon je préfère que vous disiez ça plutôt que ça,les difficultés du parcours actuel,f,20.0,True
cheese,Cheese-AA_OR,AAOR,586,AA,929.66,932.21434,et puis 30 secondes après il a dit le truc qu'on voulait qui voulait pas qu'on lise je fais,les difficultés du parcours actuel,f,21.0,True
cheese,Cheese-AA_OR,AAOR,587,OR,932.44,937.25494,ouais du coup moi c'est foutu une fois que c'est rentré dans ma mémoire elle euh je vais tout le temps faire l'erreur et je vais le dire encore pire tu sais,les difficultés du parcours actuel,g,22.0,True
cheese,Cheese-AA_OR,AAOR,588,AA,932.58,934.18986,oui euh non,les difficultés du parcours actuel,f,23.0,True
cheese,Cheese-AA_OR,AAOR,589,AA,937.32,937.56492,ouais,les difficultés du parcours actuel,f,24.0,True
cheese,Cheese-AA_OR,AAOR,590,OR,937.96,938.65494,c'est encore pire,les difficultés du parcours actuel,g,25.0,True
cheese,Cheese-AA_OR,AAOR,591,OR,940.12,940.92995,et bon on verra bien,les difficultés du parcours actuel,g,26.0,True
cheese,Cheese-AA_OR,AAOR,592,OR,941.1,943.20909,et là par contre le partiel de syntaxe et sémantique,transition,,0.0,True
cheese,Cheese-AA_OR,AAOR,593,OR,943.4,944.32492,un j'ai pas hâte d'avoir ma note,transition,,1.0,True
cheese,Cheese-AA_OR,AAOR,594,OR,944.54,945.37789,et j'ai pas hâte d'avoir le prochain,transition,,2.0,True
cheese,Cheese-AA_OR,AAOR,595,AA,945.92,946.25494,ouais,le partiel de syntaxe et sémantique,g,0.0,True
cheese,Cheese-AA_OR,AAOR,596,AA,946.46,946.74995,parait,le partiel de syntaxe et sémantique,g,1.0,True
cheese,Cheese-AA_OR,AAOR,597,AA,946.96,948.35993,moi au début au final c'est,le partiel de syntaxe et sémantique,g,2.0,True
cheese,Cheese-AA_OR,AAOR,598,AA,949.08,950.61485,genre je l'avais révisé le week-end je me suis dit,le partiel de syntaxe et sémantique,g,3.0,True
cheese,Cheese-AA_OR,AAOR,599,AA,950.8,951.85993,c'est celui que je sentais le mieux,le partiel de syntaxe et sémantique,g,4.0,True
cheese,Cheese-AA_OR,AAOR,600,OR,952.32,952.70991,ah,le partiel de syntaxe et sémantique,f,5.0,True
cheese,Cheese-AA_OR,AAOR,601,AA,952.7,954.85993,puis au final j'ai le j'ai eu le sujet j'ai fait,le partiel de syntaxe et sémantique,g,6.0,True
cheese,Cheese-AA_OR,AAOR,602,AA,955.08,956.01993,ouais bon en fait non,le partiel de syntaxe et sémantique,g,7.0,True
cheese,Cheese-AA_OR,AAOR,603,OR,956.0,956.89993,non ouais non,le partiel de syntaxe et sémantique,f,8.0,True
cheese,Cheese-AA_OR,AAOR,604,AA,956.84,958.38492,surtout la première question tu sais euh,le partiel de syntaxe et sémantique,g,9.0,True
cheese,Cheese-AA_OR,AAOR,605,OR,958.96,959.53494,c'était,le partiel de syntaxe et sémantique,f,10.0,True
cheese,Cheese-AA_OR,AAOR,606,AA,959.3,960.39494,définition de crécelle,le partiel de syntaxe et sémantique,g,11.0,True
cheese,Cheese-AA_OR,AAOR,607,OR,959.8,960.56991,de vittrant ou,le partiel de syntaxe et sémantique,f,12.0,True
cheese,Cheese-AA_OR,AAOR,608,OR,960.74,961.35485,ah de crécelle,le partiel de syntaxe et sémantique,f,13.0,True
cheese,Cheese-AA_OR,AAOR,609,OR,961.98,962.87494,ah ça allait ça,le partiel de syntaxe et sémantique,f,14.0,True
cheese,Cheese-AA_OR,AAOR,610,AA,963.08,966.23993,ben enfin moi j'avais vu la définition genre elle faisait cinq six lignes j'ai fait c'est bon enfin,le partiel de syntaxe et sémantique,g,15.0,True
cheese,Cheese-AA_OR,AAOR,611,AA,966.62,967.78995,ça sert à rien de l'apprendre,le partiel de syntaxe et sémantique,g,16.0,True
cheese,Cheese-AA_OR,AAOR,612,OR,966.86,967.57993,ouais mais je l'ai moi j,le partiel de syntaxe et sémantique,f,17.0,True
cheese,Cheese-AA_OR,AAOR,613,OR,967.82,969.76995,faut pas la sortir enfin moi j'ai essayé de pas la sortir par coeur,le partiel de syntaxe et sémantique,f,18.0,True
cheese,Cheese-AA_OR,AAOR,614,OR,970.12,971.61494,tu sais genre de juste euh,le partiel de syntaxe et sémantique,f,19.0,True
cheese,Cheese-AA_OR,AAOR,615,AA,970.2,970.46995,ouais,le partiel de syntaxe et sémantique,g,20.0,True
cheese,Cheese-AA_OR,AAOR,616,OR,972.28,972.98995,sortir les,,,0.0,True
cheese,Cheese-AC_MZ,ACMZ,0,MZ,1.16,1.33494,merci,hetero selection,g,0.0,True
cheese,Cheese-AC_MZ,ACMZ,1,MZ,4.38,5.27993,tu me racontes ton histoire,hetero selection,g,1.0,True
cheese,Cheese-AC_MZ,ACMZ,2,AC,6.32,7.37481,je te raconte moi histoire,hetero selection,f,2.0,True
cheese,Cheese-AC_MZ,ACMZ,3,MZ,8.22,8.44488,alors,hetero selection,g,3.0,True
cheese,Cheese-AC_MZ,ACMZ,4,AC,9.6,10.57993,donkey joke,donkey joke AC,g,0.0,True
cheese,Cheese-AC_MZ,ACMZ,5,AC,11.18,13.61993,une voiture a été impliquée dans un accident de la route,donkey joke AC,g,1.0,True
cheese,Cheese-AC_MZ,ACMZ,6,AC,14.3,14.85993,comme prévu,donkey joke AC,g,2.0,True
cheese,Cheese-AC_MZ,ACMZ,7,AC,15.1,16.48982,une large foule s'est rassemblée,donkey joke AC,g,3.0,True
cheese,Cheese-AC_MZ,ACMZ,8,AC,17.18,21.04492,un journaliste anxieux d'avoir son histoire ne pouvait pas s'approcher de la voiture,donkey joke AC,g,4.0,True
cheese,Cheese-AC_MZ,ACMZ,9,AC,21.96,27.20488,étant quelqu'un de malin il se mit à crier fort laissez moi passer laissez moi passer je suis le fils de la victime,donkey joke AC,g,5.0,True
cheese,Cheese-AC_MZ,ACMZ,10,AC,27.68,28.72995,la foule s'écarta pour lui,donkey joke AC,g,6.0,True
cheese,Cheese-AC_MZ,ACMZ,11,AC,29.08,31.37993,étendu devant la voiture il y avait un âne,donkey joke AC,g,7.0,True
cheese,Cheese-AC_MZ,ACMZ,12,MZ,34.08,35.65494,ok,transition blague,g,0.0,True
cheese,Cheese-AC_MZ,ACMZ,13,MZ,38.68,39.90995,alors euh,transition blague,g,1.0,True
cheese,Cheese-AC_MZ,ACMZ,14,MZ,41.34,42.11993,alors moi,transition blague,g,2.0,True
cheese,Cheese-AC_MZ,ACMZ,15,MZ,42.76,43.31494,frog joke,frog joke MZ,g,0.0,True
cheese,Cheese-AC_MZ,ACMZ,16,MZ,44.68,48.94991,un jour un ingénieur traversait la rue quand une grenouille l'interpella et dit,frog joke MZ,g,1.0,True
cheese,Cheese-AC_MZ,ACMZ,17,MZ,49.44,51.87629,si tu m'embrasses je te transforme en belle princesse,frog joke MZ,g,2.0,True
cheese,Cheese-AC_MZ,ACMZ,18,MZ,53.68,57.48294,il s' s'accroupit ramassa la grenouille et la mit dans sa poche,frog joke MZ,g,3.0,True
cheese,Cheese-AC_MZ,ACMZ,19,MZ,58.02,61.26995,la grenouille reprit la parole et dit si tu m'embrasses et,frog joke MZ,g,4.0,True
cheese,Cheese-AC_MZ,ACMZ,20,MZ,61.64,64.81993,me transformes en belle princesse je resterai avec toi une semaine,frog joke MZ,g,5.0,True
cheese,Cheese-AC_MZ,ACMZ,21,MZ,65.66,69.59481,l'ingénieur sortit la grenouille de sa poche lui sourit et la remit dans sa poche,frog joke MZ,g,6.0,True
cheese,Cheese-AC_MZ,ACMZ,22,MZ,70.4,72.10492,puis la grenouille se mit à crier,frog joke MZ,g,7.0,True
cheese,Cheese-AC_MZ,ACMZ,23,MZ,72.58,73.37494,si tu m'embrasses,frog joke MZ,g,8.0,True
cheese,Cheese-AC_MZ,ACMZ,24,MZ,73.8,77.31993,et me transformes en princesse je resterai avec toi et je ferai tout ce que tu veux,frog joke MZ,g,9.0,True
cheese,Cheese-AC_MZ,ACMZ,25,MZ,77.94,82.12245,l'ingénieur sortit encore la grenouille de sa poche lui sourit et la remit dans sa poche,frog joke MZ,g,10.0,True
cheese,Cheese-AC_MZ,ACMZ,26,MZ,82.66,86.48995,enfin la grenouille lui demanda qu'est-ce qu'il y a je t'ai dit que j'étais une belle princesse,frog joke MZ,g,11.0,True
cheese,Cheese-AC_MZ,ACMZ,27,MZ,86.96,88.02492,que je resterai avec toi,frog joke MZ,g,12.0,True
cheese,Cheese-AC_MZ,ACMZ,28,MZ,88.2,91.49993,une semaine et que je ferai tout ce que tu veux pourquoi ne m'embrasses tu pas,frog joke MZ,g,13.0,True
cheese,Cheese-AC_MZ,ACMZ,29,MZ,92.22,93.67494,l'ingénieur répondit écoute,frog joke MZ,g,14.0,True
